id,diagram_type,source_file,instruction,input,output,text
ex-00399,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a PERT diagram with three parallel paths converging.,,"@startuml
left to right direction
map Start {
}
map PathA {
  Start => End
}
map PathB {
  Start => End
}
map PathC {
  Start => End
}
map Convergence {
  Start => End
}
Start --> PathA
Start --> PathB
Start --> PathC
PathA --> Convergence
PathB --> Convergence
PathC --> Convergence
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a PERT diagram with three parallel paths converging.
PlantUML output:
@startuml
left to right direction
map Start {
}
map PathA {
  Start => End
}
map PathB {
  Start => End
}
map PathC {
  Start => End
}
map Convergence {
  Start => End
}
Start --> PathA
Start --> PathB
Start --> PathC
PathA --> Convergence
PathB --> Convergence
PathC --> Convergence
@enduml"
ex-00400,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with composition chains.,,"@startuml
object Building
object Floor
object Room
Building *-- Floor
Floor *-- Room
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with composition chains.
PlantUML output:
@startuml
object Building
object Floor
object Room
Building *-- Floor
Floor *-- Room
@enduml"
ex-00401,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for objects with aliased names and relationships.,,"@startuml
object ""Primary Server"" as srv1
object ""Backup Server"" as srv2
srv1 --> srv2 : replicates to
@enduml","Diagram type: object
Instruction: Generate PlantUML code for objects with aliased names and relationships.
PlantUML output:
@startuml
object ""Primary Server"" as srv1
object ""Backup Server"" as srv2
srv1 --> srv2 : replicates to
@enduml"
ex-00402,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram showing weak dependency with labels.,,"@startuml
object Module1
object Module2
Module1 ..> Module2 : references
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram showing weak dependency with labels.
PlantUML output:
@startuml
object Module1
object Module2
Module1 ..> Module2 : references
@enduml"
ex-00403,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a map with arrow links inside the map definition.,,"@startuml
object Target1
object Target2
map Router {
  route1 *-> Target1
  route2 *-> Target2
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a map with arrow links inside the map definition.
PlantUML output:
@startuml
object Target1
object Target2
map Router {
  route1 *-> Target1
  route2 *-> Target2
}
@enduml"
ex-00404,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with objects in different packages connected by relationships.,,"@startuml
package Frontend {
  object UI
}
package Backend {
  object API
}
UI --> API : calls
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with objects in different packages connected by relationships.
PlantUML output:
@startuml
package Frontend {
  object UI
}
package Backend {
  object API
}
UI --> API : calls
@enduml"
ex-00405,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for an object with mixed field definition styles.,,"@startuml
object Server
Server : hostname = ""server01""
Server : port = 8080
object Server {
  status = ""running""
  uptime = 3600
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for an object with mixed field definition styles.
PlantUML output:
@startuml
object Server
Server : hostname = ""server01""
Server : port = 8080
object Server {
  status = ""running""
  uptime = 3600
}
@enduml"
ex-00406,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with multiple cardinality notations.,,"@startuml
object University
object Department
object Professor
University o-- ""*"" Department
Department o-- ""1..*"" Professor
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with multiple cardinality notations.
PlantUML output:
@startuml
object University
object Department
object Professor
University o-- ""*"" Department
Department o-- ""1..*"" Professor
@enduml"
ex-00407,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a complex association using diamond with labels.,,"@startuml
object Author1
object Author2
diamond coauthorship
object Paper
Author1 --> coauthorship : contributes
Author2 --> coauthorship : contributes
coauthorship --> Paper : produces
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a complex association using diamond with labels.
PlantUML output:
@startuml
object Author1
object Author2
diamond coauthorship
object Paper
Author1 --> coauthorship : contributes
Author2 --> coauthorship : contributes
coauthorship --> Paper : produces
@enduml"
ex-00408,object,plantuml_object_diagram_training.jsonl,Create a PlantUML map representing a state transition table.,,"@startuml
map ""State Transitions"" as states {
  INIT => READY
  READY => RUNNING
  RUNNING => STOPPED
  STOPPED => READY
}
@enduml","Diagram type: object
Instruction: Create a PlantUML map representing a state transition table.
PlantUML output:
@startuml
map ""State Transitions"" as states {
  INIT => READY
  READY => RUNNING
  RUNNING => STOPPED
  STOPPED => READY
}
@enduml"
ex-00409,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for objects with qualified field names.,,"@startuml
object Person {
  personal.firstName = ""John""
  personal.lastName = ""Doe""
  contact.email = ""john@example.com""
  contact.phone = ""555-1234""
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for objects with qualified field names.
PlantUML output:
@startuml
object Person {
  personal.firstName = ""John""
  personal.lastName = ""Doe""
  contact.email = ""john@example.com""
  contact.phone = ""555-1234""
}
@enduml"
ex-00410,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with extension and composition relationships.,,"@startuml
object Vehicle
object Car
object Engine
Vehicle <|-- Car
Car *-- Engine
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with extension and composition relationships.
PlantUML output:
@startuml
object Vehicle
object Car
object Engine
Vehicle <|-- Car
Car *-- Engine
@enduml"
ex-00411,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a map with type generic notation and object links.,,"@startuml
object Value1
object Value2
map ""cache: Map<String, Object>"" as cache {
  key1 *-> Value1
  key2 *-> Value2
}
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a map with type generic notation and object links.
PlantUML output:
@startuml
object Value1
object Value2
map ""cache: Map<String, Object>"" as cache {
  key1 *-> Value1
  key2 *-> Value2
}
@enduml"
ex-00412,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram showing aggregation between container and multiple parts.,,"@startuml
object Library
object Book1
object Book2
object Book3
Library o-- Book1
Library o-- Book2
Library o-- Book3
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram showing aggregation between container and multiple parts.
PlantUML output:
@startuml
object Library
object Book1
object Book2
object Book3
Library o-- Book1
Library o-- Book2
Library o-- Book3
@enduml"
ex-00413,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for objects with relationship labels containing special characters.,,"@startuml
object Service_A
object Service_B
Service_A --> Service_B : sends-request
@enduml","Diagram type: object
Instruction: Generate PlantUML code for objects with relationship labels containing special characters.
PlantUML output:
@startuml
object Service_A
object Service_B
Service_A --> Service_B : sends-request
@enduml"
ex-00414,object,plantuml_object_diagram_training.jsonl,Create a PlantUML PERT diagram with weighted connections.,,"@startuml
left to right direction
map start {
}
map taskA {
  duration => 5
}
map taskB {
  duration => 3
}
map end {
}
start --> taskA : 5 days
start --> taskB : 3 days
taskA --> end
taskB --> end
@enduml","Diagram type: object
Instruction: Create a PlantUML PERT diagram with weighted connections.
PlantUML output:
@startuml
left to right direction
map start {
}
map taskA {
  duration => 5
}
map taskB {
  duration => 3
}
map end {
}
start --> taskA : 5 days
start --> taskB : 3 days
taskA --> end
taskB --> end
@enduml"
ex-00415,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for an object diagram with JSON data structure.,,"@startuml
object User
json UserData {
  ""id"": 1,
  ""name"": ""Alice"",
  ""roles"": [""admin"", ""user""]
}
User --> UserData
@enduml","Diagram type: object
Instruction: Generate PlantUML code for an object diagram with JSON data structure.
PlantUML output:
@startuml
object User
json UserData {
  ""id"": 1,
  ""name"": ""Alice"",
  ""roles"": [""admin"", ""user""]
}
User --> UserData
@enduml"
ex-00416,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram demonstrating all relationship types.,,"@startuml
object A1
object A2
object B1
object B2
object C1
object C2
object D1
object D2
object E1
object E2
A1 <|-- A2
B1 <|.. B2
C1 *-- C2
C1 o-- C2
D1 --> D2
E1 ..> E2
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram demonstrating all relationship types.
PlantUML output:
@startuml
object A1
object A2
object B1
object B2
object C1
object C2
object D1
object D2
object E1
object E2
A1 <|-- A2
B1 <|.. B2
C1 *-- C2
C1 o-- C2
D1 --> D2
E1 ..> E2
@enduml"
ex-00417,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for a map in a package with external connections.,,"@startuml
package External {
  object ExternalObj
}
package Internal {
  map Mapping {
    ext =>
  }
}
Internal.Mapping::ext --> External.ExternalObj
@enduml","Diagram type: object
Instruction: Generate PlantUML code for a map in a package with external connections.
PlantUML output:
@startuml
package External {
  object ExternalObj
}
package Internal {
  map Mapping {
    ext =>
  }
}
Internal.Mapping::ext --> External.ExternalObj
@enduml"
ex-00418,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with descriptive relationship labels on all sides.,,"@startuml
object Client
object Server
object Database
Client --> Server : sends request
Server --> Database : queries
Database --> Server : returns data
Server --> Client : sends response
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with descriptive relationship labels on all sides.
PlantUML output:
@startuml
object Client
object Server
object Database
Client --> Server : sends request
Server --> Database : queries
Database --> Server : returns data
Server --> Client : sends response
@enduml"
ex-00419,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for objects representing a database schema instance.,,"@startuml
object users_table {
  id = 1
  username = ""admin""
  email = ""admin@example.com""
}
object roles_table {
  id = 1
  role_name = ""administrator""
}
users_table --> roles_table : has_role
@enduml","Diagram type: object
Instruction: Generate PlantUML code for objects representing a database schema instance.
PlantUML output:
@startuml
object users_table {
  id = 1
  username = ""admin""
  email = ""admin@example.com""
}
object roles_table {
  id = 1
  role_name = ""administrator""
}
users_table --> roles_table : has_role
@enduml"
ex-00420,object,plantuml_object_diagram_training.jsonl,Create a PlantUML map with nested structure representation.,,"@startuml
map ""System Config"" as config {
  database.host => localhost
  database.port => 5432
  cache.enabled => true
  cache.ttl => 3600
}
@enduml","Diagram type: object
Instruction: Create a PlantUML map with nested structure representation.
PlantUML output:
@startuml
map ""System Config"" as config {
  database.host => localhost
  database.port => 5432
  cache.enabled => true
  cache.ttl => 3600
}
@enduml"
ex-00421,object,plantuml_object_diagram_training.jsonl,Generate PlantUML code for an object diagram with bidirectional relationships.,,"@startuml
object UserAccount
object UserProfile
UserAccount --> UserProfile
UserProfile --> UserAccount
@enduml","Diagram type: object
Instruction: Generate PlantUML code for an object diagram with bidirectional relationships.
PlantUML output:
@startuml
object UserAccount
object UserProfile
UserAccount --> UserProfile
UserProfile --> UserAccount
@enduml"
ex-00422,object,plantuml_object_diagram_training.jsonl,Create a PlantUML object diagram with composition and aggregation in hierarchy.,,"@startuml
object Company
object Division
object Department
object Employee
Company *-- Division
Division *-- Department
Department o-- Employee
@enduml","Diagram type: object
Instruction: Create a PlantUML object diagram with composition and aggregation in hierarchy.
PlantUML output:
@startuml
object Company
object Division
object Department
object Employee
Company *-- Division
Division *-- Department
Department o-- Employee
@enduml"
